Accelerometer and gyro output
Acce: 0.006805419921875 0.0023193359375 -0.995880126953125
Gyro: 0.028059864416718483 0.006299973931163549 -0.000538491178303957
Acce: 0.0064697265625 0.000457763671875 -0.99530029296875
Gyro: 0.02797624096274376 0.006442186422646046 -0.00036272252327762544
Acce: 0.0067901611328125 0.0010528564453125 -0.996124267578125
Gyro: 0.02732536382973194 0.008094144985079765 0.00036671728594228625
Acce: 0.0072784423828125 0.0012969970703125 -0.9957122802734375
Gyro: 0.02750912308692932 0.007905061356723309 0.000508663768414408
Acce: 0.005523681640625 0.0001678466796875 -0.996124267578125
Gyro: 0.027964523062109947 0.006287456955760717 -0.00011078749957960099
Acce: 0.005523681640625 0.0001678466796875 -0.996124267578125
Gyro: 0.027964523062109947 0.006287456955760717 -0.00011078749957960099
Acce: 0.0065765380859375 0.001739501953125 -0.99609375
Gyro: 0.02738688327372074 0.007084274664521217 5.193164179218002e-05
Acce: 0.00689697265625 0.001708984375 -0.9966583251953125
Gyro: 0.02749820239841938 0.007511712145060301 -0.0013606089632958174
Acce: 0.0072784423828125 0.0014495849609375 -0.995391845703125
Gyro: 0.027285417541861534 0.006330333650112152 -0.0010937602492049336
Acce: 0.006500244140625 0.001708984375 -0.995513916015625
Gyro: 0.028183167800307274 0.007392402272671461 0.00021731393644586205
Acce: 0.0068817138671875 0.0010833740234375 -0.9956817626953125
Gyro: 0.027175428345799446 0.007709318771958351 -0.0005723133217543364
Acce: 0.0068817138671875 0.0010833740234375 -0.9956817626953125
Gyro: 0.027175428345799446 0.007709318771958351 -0.0005723133217543364
Acce: 0.00689697265625 0.001495361328125 -0.9954833984375
Gyro: 0.028176244348287582 0.007113835774362087 0.00017550231132190675
Acce: 0.0077667236328125 0.0022735595703125 -0.99530029296875
Gyro: 0.028075842186808586 0.006682137493044138 0.000586161739192903
Acce: 0.006103515625 0.001220703125 -0.996063232421875
Gyro: 0.026791401207447052 0.006800914648920298 -0.001407480682246387
Acce: 0.005828857421875 0.001556396484375 -0.9951324462890625
Gyro: 0.027425499632954597 0.00643765926361084 0.0006293049664236605
Acce: 0.005828857421875 0.001556396484375 -0.9951324462890625
Gyro: 0.027772774919867516 0.007639543619006872 -0.0007499461644329131
Acce: 0.00762939453125 -0.000244140625 -0.994903564453125
Gyro: 0.027772774919867516 0.007639543619006872 -0.0007499461644329131
Acce: 0.0062103271484375 0.0021209716796875 -0.9965057373046875
Gyro: 0.029151493683457375 0.0073050507344305515 0.0011499529937282205
Acce: 0.006439208984375 0.0001373291015625 -0.9951019287109375
Gyro: 0.02781032584607601 0.007150321267545223 -0.00022530343267135322
Acce: 0.006011962890625 0.0009918212890625 -0.9968719482421875
Gyro: 0.028087293729186058 0.00768881244584918 -0.0007771103992126882
Acce: 0.006927490234375 0.002532958984375 -0.9968719482421875
Gyro: 0.027147997170686722 0.006712497677654028 0.000365918327588588
Acce: 0.006927490234375 0.002532958984375 -0.9968719482421875
Gyro: 0.027147997170686722 0.006712497677654028 0.000365918327588588
Acce: 0.00689697265625 0.0017547607421875 -0.995697021484375
Gyro: 0.027829499915242195 0.007265902124345303 -0.0005475459038279951
Acce: 0.007232666015625 0.002166748046875 -0.9960784912109375
Gyro: 0.027454793453216553 0.007189469411969185 0.0006609965930692852
Acce: 0.0062408447265625 0.001373291015625 -0.9969940185546875
Gyro: 0.02749340981245041 0.007297860458493233 -0.0023150858469307423
Acce: 0.0060882568359375 0.0012359619140625 -0.9965362548828125
Gyro: 0.026578081771731377 0.006247509736567736 -0.0009392969077453017
Acce: 0.00634765625 0.0009613037109375 -0.9951171875
Gyro: 0.027542678639292717 0.006637662649154663 0.001151284552179277
Acce: 0.00634765625 0.0009613037109375 -0.9951171875
Gyro: 0.027542678639292717 0.006637662649154663 0.001151284552179277
Acce: 0.0063629150390625 0.0014190673828125 -0.99627685546875
Gyro: 0.027645209804177284 0.007536213379353285 -0.0002412823960185051
Acce: 0.0077667236328125 0.001312255859375 -0.997283935546875
Gyro: 0.02731630951166153 0.007217965554445982 -0.0007193197961896658
Acce: 0.0057830810546875 0.0021209716796875 -0.9969940185546875
Gyro: 0.028125910088419914 0.006987601984292269 -0.0012458267156034708
Acce: 0.0064544677734375 0.0016326904296875 -0.996429443359375
Gyro: 0.027782361954450607 0.007508516311645508 -0.0011022823164239526
Acce: 0.0064544677734375 0.0016326904296875 -0.996429443359375
Gyro: 0.027782361954450607 0.007508516311645508 -0.0011022823164239526
Acce: 0.006195068359375 0.001678466796875 -0.995330810546875
Gyro: 0.027224430814385414 0.007668306119740009 -4.820321555598639e-05
Acce: 0.0065460205078125 0.0023651123046875 -0.99566650390625
Gyro: 0.028895298019051552 0.007184942252933979 -0.0003757720405701548
Acce: 0.0059051513671875 0.0012359619140625 -0.99560546875
Gyro: 0.028238562867045403 0.007632353343069553 -0.0013262542197480798
Acce: 0.006927490234375 0.001251220703125 -0.995849609375
Gyro: 0.027778634801506996 0.007050186395645142 0.0003448793722782284
Acce: 0.006134033203125 0.0016937255859375 -0.99591064453125
Gyro: 0.02779807522892952 0.007734618615359068 8.415588672505692e-05
Acce: 0.006134033203125 0.0016937255859375 -0.99591064453125
Gyro: 0.02779807522892952 0.007734618615359068 8.415588672505692e-05
Acce: 0.006256103515625 0.0028533935546875 -0.9955596923828125
Gyro: 0.027538949623703957 0.007939948700368404 -0.0005179848521947861
Acce: 0.006805419921875 0.0009307861328125 -0.9973602294921875
Gyro: 0.028918467462062836 0.007632353343069553 -0.0013986921403557062
Acce: 0.0049896240234375 0.002899169921875 -0.9949493408203125
Gyro: 0.02911926992237568 0.007749798707664013 -0.00038216362008824944
Acce: 0.007598876953125 0.0026092529296875 -0.9959259033203125
Gyro: 0.028180506080389023 0.0065684206783771515 0.0005424859118647873
Acce: 0.008056640625 0.0024871826171875 -0.99554443359375
Gyro: 0.02664918825030327 0.00740252248942852 -0.0005310343112796545
Acce: 0.008056640625 0.0024871826171875 -0.99554443359375
Gyro: 0.02664918825030327 0.00740252248942852 -0.0005310343112796545
Acce: 0.0059967041015625 0.0016021728515625 -0.996368408203125
Gyro: 0.026523752138018608 0.007935686968266964 -0.0007451524725183845
Acce: 0.0068511962890625 0.0005950927734375 -0.99615478515625
Gyro: 0.027593277394771576 0.007812649011611938 -6.631271389778703e-05
Acce: 0.0072479248046875 0.0007781982421875 -0.99658203125
Gyro: 0.027104321867227554 0.0075663067400455475 -0.0009259810904040933
Acce: 0.00653076171875 0.001495361328125 -0.99554443359375
Gyro: 0.027240142226219177 0.007875233888626099 -0.000711064029019326
Acce: 0.0063018798828125 0.001495361328125 -0.995330810546875
Gyro: 0.026548253372311592 0.00759879732504487 0.0005270395777188241
Acce: 0.0063018798828125 0.001495361328125 -0.995330810546875
Gyro: 0.026548253372311592 0.00759879732504487 0.0005270395777188241
Acce: 0.0061492919921875 0.0011138916015625 -0.99737548828125
Gyro: 0.026944266632199287 0.007339671719819307 -0.0009989517275243998
Acce: 0.005218505859375 0.002532958984375 -0.9965362548828125
Gyro: 0.026096582412719727 0.007666974328458309 0.00046046054922044277
Acce: 0.0066986083984375 0.0018463134765625 -0.9951019287109375
Gyro: 0.027510719373822212 0.007878961972892284 0.0003475425182841718
Acce: 0.0057373046875 0.0006561279296875 -0.99468994140625
Gyro: 0.02755652740597725 0.0067780110985040665 -0.0007970841252245009
Acce: 0.0057373046875 0.0006561279296875 -0.99468994140625
Gyro: 0.02755652740597725 0.0067780110985040665 -0.0007970841252245009
Acce: 0.0073699951171875 0.0013275146484375 -0.996551513671875
Gyro: 0.028867334127426147 0.007967911660671234 -0.0006591323763132095
Acce: 0.007293701171875 0.0016937255859375 -0.995697021484375
Gyro: 0.0279189832508564 0.006780674215406179 -0.0005747101386077702
Acce: 0.007171630859375 0.0006866455078125 -0.995574951171875
Gyro: 0.02605690062046051 0.00737349409610033 0.001276453142054379
Acce: 0.0065155029296875 0.0006103515625 -0.9939422607421875
Gyro: 0.027786090970039368 0.007979895919561386 -0.0008748483960516751
Acce: 0.00506591796875 0.0008087158203125 -0.9952850341796875
Gyro: 0.02744067832827568 0.00788322277367115 0.0003028014034498483
Acce: 0.00506591796875 0.0008087158203125 -0.9952850341796875
Gyro: 0.02744067832827568 0.00788322277367115 0.0003028014034498483
Acce: 0.007476806640625 0.0009765625 -0.996795654296875
Gyro: 0.028016719967126846 0.006932741031050682 0.0006697850185446441
Acce: 0.005950927734375 0.0012359619140625 -0.995819091796875
Gyro: 0.029144037514925003 0.00708693778142333 -0.0006234460161067545
Acce: 0.0050506591796875 0.00152587890625 -0.994415283203125
Gyro: 0.028960810974240303 0.007099987473338842 -0.001156877144239843
Acce: 0.0060577392578125 0.001861572265625 -0.9944000244140625
Gyro: 0.027182085439562798 0.007766842842102051 -0.0008394283941015601
Acce: 0.0060577392578125 0.001861572265625 -0.9944000244140625
Gyro: 0.027182085439562798 0.007766842842102051 -0.0008394283941015601
Acce: 0.0070037841796875 0.0020599365234375 -0.9969329833984375
Gyro: 0.02762177400290966 0.006600644905120134 -0.0014532869681715965
Acce: 0.006622314453125 0.0009307861328125 -0.99432373046875
Gyro: 0.027510985732078552 0.00751890242099762 -3.2490566809428856e-05
Acce: 0.0073394775390625 0.000701904296875 -0.9969940185546875
Gyro: 0.027520840987563133 0.007694138679653406 0.00047111319145187736
Acce: 0.0070343017578125 0.0020599365234375 -0.996826171875
Gyro: 0.02901407517492771 0.007321296259760857 -0.0005528722540475428
Acce: 0.0070037841796875 0.0025787353515625 -0.9959869384765625
Gyro: 0.027456125244498253 0.007492803502827883 -0.0011861718958243728
Acce: 0.0070037841796875 0.0025787353515625 -0.9959869384765625
Gyro: 0.027456125244498253 0.007492803502827883 -0.0011861718958243728
Acce: 0.0067901611328125 0.0019989013671875 -0.9951324462890625
Gyro: 0.026507241651415825 0.007498662453144789 -0.0010657970560714602
Acce: 0.00592041015625 0.0015716552734375 -0.996795654296875
Gyro: 0.027513116598129272 0.007102384231984615 -0.0019358517602086067
Acce: 0.0063629150390625 0.0010833740234375 -0.995574951171875
Gyro: 0.027483290061354637 0.007459514308720827 -0.0010341054294258356
Acce: 0.00628662109375 0.001556396484375 -0.9974822998046875
Gyro: 0.02852192334830761 0.006247776094824076 0.0008029430755414069
Acce: 0.0064849853515625 0.0011444091796875 -0.9963836669921875
Gyro: 0.027767982333898544 0.007074687164276838 -0.0006162554491311312
Acce: 0.0064849853515625 0.0011444091796875 -0.9963836669921875
Gyro: 0.027767982333898544 0.007074687164276838 -0.0006162554491311312
Acce: 0.0071258544921875 0.0030517578125 -0.9945068359375
Gyro: 0.028926989063620567 0.0073226275853812695 0.00038695731200277805
Acce: 0.0064697265625 0.001068115234375 -0.9954376220703125
Gyro: 0.028176777064800262 0.006621151231229305 -0.0012434299569576979
Acce: 0.0062408447265625 0.0007171630859375 -0.9954071044921875
Gyro: 0.02738901413977146 0.006302903406322002 -1.3315805063029984e-06
Acce: 0.0059661865234375 0.0011138916015625 -0.994964599609375
Gyro: 0.027545340359210968 0.006729541812092066 -0.0007555388147011399
Acce: 0.0059661865234375 0.0011138916015625 -0.994964599609375
Gyro: 0.027545340359210968 0.006729541812092066 -0.0007555388147011399
Acce: 0.0061187744140625 0.0025482177734375 -0.9963836669921875
Gyro: 0.028391428291797638 0.006129531655460596 0.0006585997180081904
Acce: 0.007110595703125 0.001922607421875 -0.9951019287109375
Gyro: 0.027708061039447784 0.007270962465554476 0.0009885653853416443
Acce: 0.0068206787109375 0.001495361328125 -0.9955596923828125
Gyro: 0.02816053107380867 0.008388690650463104 -0.00024767397553659976
Acce: 0.0066375732421875 0.000701904296875 -0.994720458984375
Gyro: 0.026186862960457802 0.006689061876386404 -0.0005640574963763356
Acce: 0.00628662109375 0.0010986328125 -0.9958038330078125
Gyro: 0.027593810111284256 0.0063095614314079285 -0.0005803027888759971
Acce: 0.00628662109375 0.0010986328125 -0.9958038330078125
Gyro: 0.027593810111284256 0.0063095614314079285 -0.0005803027888759971
Acce: 0.0060882568359375 0.00146484375 -0.9944915771484375
Gyro: 0.02774667553603649 0.007594802882522345 0.00019973708549514413
Acce: 0.006988525390625 0.0018157958984375 -0.9952545166015625
Gyro: 0.027645742520689964 0.008007326163351536 -0.0007145261042751372
Acce: 0.0054931640625 0.001068115234375 -0.996185302734375
Gyro: 0.027944017201662064 0.007616374175995588 -0.0007731156656518579
Acce: 0.0069580078125 0.0010986328125 -0.9961090087890625
Gyro: 0.027278225868940353 0.007413974031805992 -0.0006372944335453212
Acce: 0.005096435546875 0.000946044921875 -0.994873046875
Gyro: 0.027212446555495262 0.0070858728140592575 0.00061279337387532
Acce: 0.005096435546875 0.000946044921875 -0.994873046875
Gyro: 0.027212446555495262 0.0070858728140592575 0.00061279337387532
Acce: 0.00689697265625 0.0016632080078125 -0.9955596923828125
Gyro: 0.02767184190452099 0.007664311211556196 0.001324123702943325
Acce: 0.007049560546875 0.0025634765625 -0.99615478515625
Gyro: 0.027186347171664238 0.006682403851300478 0.0001978728687390685
Acce: 0.00640869140625 0.0010528564453125 -0.99578857421875
Gyro: 0.027540547773241997 0.007439007982611656 0.00043888893560506403
Acce: 0.007476806640625 0.0019683837890625 -0.9938812255859375
Gyro: 0.027243871241807938 0.007959389127790928 -0.0006460828590206802
Acce: 0.007476806640625 0.0019683837890625 -0.9938812255859375
Gyro: 0.027243871241807938 0.007959389127790928 -0.0006460828590206802
Acce: 0.0069732666015625 0.0023956298828125 -0.9951019287109375
Gyro: 0.028022047132253647 0.007270429749041796 0.0001752359967213124
Acce: 0.005828857421875 0.0006103515625 -0.9960479736328125
Gyro: 0.029137644916772842 0.0062674833461642265 -0.00023568976030219346
Acce: 0.0058746337890625 0.0018463134765625 -0.995697021484375
Gyro: 0.02672002837061882 0.007243531756103039 -0.0007344998302869499
Acce: 0.0063934326171875 0.001007080078125 -0.9964599609375
Gyro: 0.0271914079785347 0.006372145377099514 -0.001368598430417478
Acce: 0.007080078125 0.0010528564453125 -0.996612548828125
Gyro: 0.027762388810515404 0.008420382626354694 5.5660068028373644e-05
Acce: 0.007080078125 0.0010528564453125 -0.996612548828125
Gyro: 0.027762388810515404 0.008420382626354694 5.5660068028373644e-05
Acce: 0.0059051513671875 0.001007080078125 -0.996368408203125
Gyro: 0.02768382616341114 0.007641940843313932 -0.0010050770360976458
Acce: 0.0062713623046875 0.0013275146484375 -0.995391845703125
Gyro: 0.028088359162211418 0.007062170654535294 0.0015243934467434883
Acce: 0.0068359375 0.0008087158203125 -0.9941864013671875
Gyro: 0.026399916037917137 0.007582818623632193 -0.0005171858938410878
Acce: 0.0064544677734375 0.0019683837890625 -0.9955902099609375
Gyro: 0.027585554867982864 0.007225155830383301 9.161273919744417e-05
Acce: 0.0070343017578125 0.0020751953125 -0.9964752197265625
Gyro: 0.027751203626394272 0.007157777901738882 -2.5300030756625347e-05
Acce: 0.0070343017578125 0.0020751953125 -0.9964752197265625
Gyro: 0.027751203626394272 0.007157777901738882 -2.5300030756625347e-05
Acce: 0.0060272216796875 0.0028076171875 -0.9953155517578125
Gyro: 0.026676617562770844 0.007703193463385105 0.000391218374716118
Acce: 0.00634765625 0.0013275146484375 -0.99639892578125
Gyro: 0.027351995930075645 0.007735151331871748 -0.0008367652189917862
Acce: 0.0060272216796875 0.0010833740234375 -0.995452880859375
Gyro: 0.028064923360943794 0.007200921420007944 7.56337758502923e-05
Acce: 0.00665283203125 0.001190185546875 -0.9962005615234375
Gyro: 0.028131769970059395 0.007734884973615408 -0.0005803027888759971
Acce: 0.00665283203125 0.001190185546875 -0.9962005615234375
Gyro: 0.028131769970059395 0.007734884973615408 -0.0005803027888759971
Acce: 0.007110595703125 0.001373291015625 -0.9959564208984375
Gyro: 0.029087044298648834 0.007870174013078213 -0.0007161240209825337
Acce: 0.006256103515625 0.002349853515625 -0.995849609375
Gyro: 0.027780499309301376 0.007260309532284737 -0.00166580721270293
Acce: 0.007354736328125 0.0006256103515625 -0.995849609375
Gyro: 0.02774960547685623 0.0067961206659674644 -0.0007603325066156685
Acce: 0.0076141357421875 0.0013885498046875 -0.996368408203125
Gyro: 0.028326179832220078 0.007270429749041796 0.00021438446128740907
Acce: 0.0074462890625 0.0020599365234375 -0.9945526123046875
Gyro: 0.027589283883571625 0.007976699620485306 -0.0008111988427117467
Acce: 0.0074462890625 0.0020599365234375 -0.9945526123046875
Gyro: 0.027589283883571625 0.007976699620485306 -0.0008111988427117467
Acce: 0.0062408447265625 0.002410888671875 -0.995849609375
Gyro: 0.02894563227891922 0.007511179428547621 -0.0009656621841713786
Acce: 0.006805419921875 0.0015106201171875 -0.995880126953125
Gyro: 0.028404476121068 0.007750331424176693 -0.0012825783342123032
Acce: 0.0053863525390625 0.000640869140625 -0.99554443359375
Gyro: 0.027698205783963203 0.007415305823087692 -0.00037816885742358863
Acce: 0.0073394775390625 0.00103759765625 -0.997161865234375
Gyro: 0.02744653820991516 0.009081912226974964 -0.00044128578156232834
Acce: 0.0066375732421875 0.0016326904296875 -0.996185302734375
Gyro: 0.027169568464159966 0.007380684372037649 -0.0011701929615810513
Acce: 0.0066375732421875 0.0016326904296875 -0.996185302734375
Gyro: 0.027169568464159966 0.007380684372037649 -0.0011701929615810513
Acce: 0.0068206787109375 0.00054931640625 -0.99505615234375
Gyro: 0.02792803756892681 0.0067575047723948956 -0.0010700580896809697
Acce: 0.006622314453125 0.001617431640625 -0.9958343505859375
Gyro: 0.027407389134168625 0.007436610758304596 -0.00021252025908324867
Acce: 0.0057373046875 0.0005645751953125 -0.99609375
Gyro: 0.02725079655647278 0.008102401159703732 -0.0017526262672618032
Acce: 0.0063934326171875 0.0011749267578125 -0.9950714111328125
Gyro: 0.027762122452259064 0.0067569720558822155 -0.0011837751371785998
Acce: 0.0063934326171875 0.0011749267578125 -0.9950714111328125
Gyro: 0.027762122452259064 0.0067569720558822155 -0.0011837751371785998
Acce: 0.00726318359375 0.0019989013671875 -0.9968414306640625
Gyro: 0.02780207060277462 0.0060115535743534565 -0.0004588626616168767
Acce: 0.00665283203125 0.001434326171875 -0.99560546875
Gyro: 0.02720152772963047 0.007848601788282394 -0.0006111954571679235
Acce: 0.0054931640625 0.0011749267578125 -0.9968414306640625
Gyro: 0.02816452644765377 0.006660832092165947 0.00025273399660363793
Acce: 0.0059051513671875 0.0013427734375 -0.9955596923828125
Gyro: 0.0273826215416193 0.007499195169657469 -0.000254331884207204
Acce: 0.007568359375 0.0023345947265625 -0.9953460693359375
Gyro: 0.02731844037771225 0.008040083572268486 -0.0009190568816848099
Acce: 0.007568359375 0.0023345947265625 -0.9953460693359375
Gyro: 0.02731844037771225 0.008040083572268486 -0.0009190568816848099
Acce: 0.006195068359375 0.0013275146484375 -0.995147705078125
Gyro: 0.02743109129369259 0.0076006618328392506 -0.0014498248929157853
Acce: 0.006072998046875 0.0012054443359375 -0.9954681396484375
Gyro: 0.02719087526202202 0.006971090566366911 -0.0014144048327580094
Acce: 0.0063018798828125 0.002471923828125 -0.9957122802734375
Gyro: 0.028067320585250854 0.007879228331148624 -0.0012479572324082255
Acce: 0.0063934326171875 0.0014801025390625 -0.9965057373046875
Gyro: 0.029092904180288315 0.007694405037909746 -0.0013608753215521574
Acce: 0.007232666015625 0.0017547607421875 -0.9969635009765625
Gyro: 0.028972795233130455 0.006144445389509201 -0.0007270429632626474
Acce: 0.007232666015625 0.0017547607421875 -0.9969635009765625
Gyro: 0.028972795233130455 0.006144445389509201 -0.0007270429632626474
Acce: 0.006622314453125 0.0023956298828125 -0.996826171875
Gyro: 0.027538150548934937 0.007112238090485334 0.00023036343918647617
Acce: 0.00567626953125 0.0016326904296875 -0.995574951171875
Gyro: 0.027307255193591118 0.007908523082733154 -0.0003486077766865492
Acce: 0.0053253173828125 0.002593994140625 -0.9944305419921875
Gyro: 0.027950674295425415 0.00809094961732626 -0.0009712548344396055
